	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0002	g
	0.0004	g
	0.0005	g
	0.0008	g
	0.0009	g
	0.0012	g
	0.0014	g
	0.0018	g
	0.0021	g
	0.0025	g
	0.0028	g
	0.0032	g
	0.0037	g
	0.0040	g
	0.0045	g
	0.0049	g
	0.0054	g
	0.0059	g
	0.0064	g
	0.0069	g
	0.0074	g
	0.0080	g
	0.0085	g
	0.0091	g
	0.0097	g
	0.0103	g
	0.0110	g
	0.0116	g
	0.0123	g
	0.0129	g
	0.0134	g
	0.0140	g
	0.0145	g
	0.0151	g
	0.0156	g
	0.0161	g
	0.0166	g
	0.0171	g
	0.0175	g
	0.0179	g
	0.0183	g
	0.0187	g
	0.0191	g
	0.0194	g
	0.0198	g
	0.0201	g
	0.0204	g
	0.0207	g
	0.0210	g
	0.0213	g
	0.0215	g
	0.0217	g
	0.0220	g
	0.0221	g
	0.0223	g
	0.0225	g
	0.0226	g
	0.0228	g
	0.0229	g
	0.0230	g
	0.0231	g
	0.0231	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
	0.0232	g
