	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0000	g
	0.0004	g
	0.0006	g
	0.0008	g
	0.0011	g
	0.0015	g
	0.0018	g
	0.0022	g
	0.0027	g
	0.0032	g
	0.0038	g
	0.0043	g
	0.0049	g
	0.0056	g
	0.0062	g
	0.0068	g
	0.0074	g
	0.0081	g
	0.0087	g
	0.0093	g
	0.0100	g
	0.0106	g
	0.0113	g
	0.0119	g
	0.0126	g
	0.0132	g
	0.0138	g
	0.0144	g
	0.0150	g
	0.0156	g
	0.0161	g
	0.0166	g
	0.0171	g
	0.0174	g
	0.0178	g
	0.0181	g
	0.0184	g
	0.0186	g
	0.0188	g
	0.0189	g
	0.0190	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0192	g
	0.0192	g
	0.0192	g
	0.0192	g
	0.0192	g
	0.0192	g
	0.0192	g
	0.0192	g
	0.0192	g
	0.0192	g
	0.0192	g
	0.0192	g
	0.0192	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
	0.0191	g
